user_id,followers,following,posts,likes_received,comments_received,mentions,shares,account_age_days,region,engagement_rate,degree_centrality,betweenness_centrality,influence_score
U07581,110818,8335,1903,825498,135302,9780,1500,3104,Central,4696.451453900709,0.537,0.289,24.3
U07582,343243,1217,4442,2494040,25729,844,46494,3496,North,764.09,0.37,0.056,32.6
U07583,162419,2904,3624,4171534,182803,346,45318,3913,West,3131.11,0.214,0.253,20.7
U07584,4715,361,4706,3377484,117675,4177,9051,2937,Central,84093.7,0.47,0.155,13.7
U07585,11694,8485,643,3552126,113770,8779,9436,2387,West,35237.08,0.644,0.547,25.0
U07586,413231,459,945,808428,139301,6383,45352,4865,East,364.19,0.753,0.007,44.1
U07587,76803,5467,4515,725378,8336,4885,21914,1541,Central,998.72,0.345,0.32,18.7
U07588,50257,1923,1951,2209458,50332,2769,39490,1504,North,4896.97,0.238,0.243,13.2
U07589,281186,2129,4077,1617546,158954,2268,45149,4426,South,4696.451453900709,0.546,0.183,34.3
U07590,59512,6086,3434,50444,125275,6531,27277,4826,West,1137.26,0.522,0.235,19.3
U07591,326562,8039,2498,2766116,77881,5033,4752,1925,West,966.28,0.452,0.144,34.8
U07592,272070,186,225,3771244,92537,6128,30000,4311,South,1556.19,0.323,0.362,32.8
U07593,324473,1594,369,3657327,123925,4121,6655,4583,West,1318.12,0.188,0.105,28.6
U07594,245827,2874,3584,515671,96415,3006,34397,4262,West,405.87,0.585,0.21,33.1
U07595,389191,9436,486,3903232,91476,1793,28802,2675,East,4696.451453900709,0.629,0.186,43.6
U07596,322395,591,24,1903810,110258,2922,21863,3804,North,761.52,0.378,0.547,41.1
U07597,207669,1793,1097,778656,56287,2193,23385,3082,Central,510.47,0.792,0.395,38.3
U07598,7738,4042,4570,2359814,114027,4878,48109,203,South,37859.53,0.497,0.324,17.3
U07599,136781,3262,3132,1083753,138401,2881,19483,651,East,1298.24,0.415,0.446,26.8
U07600,65758,495,3590,3364293,141959,7956,42448,4701,East,6195.48,0.213,0.015,9.2
U07601,7839,5406,3260,3720612,124078,5521,40483,1359,South,55369.92,0.11,0.105,5.4
U07602,136621,6079,2827,3628294,90485,3057,49804,899,North,2986.87,0.348,0.095,18.5
U07603,103354,1778,1281,580561,131012,830,44733,4874,Central,1195.51,0.524,0.172,21.2
U07604,38416,6887,2144,1742699,144527,1220,31064,1715,West,6417.3,0.917,0.268,26.5
U07605,156228,576,2724,2490801,62058,888,49571,3601,North,1792.94,0.464,0.445,29.1
U07606,253307,7316,4940,4924029,97187,3216,35021,3947,East,2135.73,0.568,0.053,30.2
U07607,89144,2598,4496,2729960,135562,3317,6148,2401,West,3822.73,0.285,0.072,13.4
U07608,136591,2251,3682,3267049,132563,492,4817,3179,Central,2877.08,0.492,0.126,22.0
U07609,10121,1971,4066,1696772,99203,7072,33812,2621,Central,21663.57,0.466,0.212,14.5
U07610,25249,8686,4036,1477041,52621,5287,26483,2289,North,6891.67,0.261,0.147,10.0
U07611,78765,5026,3338,3981681,182007,9783,43567,466,Central,6210.44,0.718,0.015,20.2
U07612,226489,6905,4126,4172476,108340,8874,26901,549,North,4696.451453900709,0.423,0.275,29.8
U07613,333066,2047,366,277079,108164,120,12025,3923,West,245.57,0.671,0.05,37.7
U07614,394180,575,109,2693822,93599,6999,42856,4264,East,802.12,0.452,0.074,38.1
U07615,314811,391,2221,3887222,152001,9723,24001,384,Central,1476.19,0.384,0.039,30.5
U07616,308444,4413,273,789377,60439,8013,47704,1564,East,353.9,0.294,0.419,35.9
U07617,467845,3271,1697,3230163,187444,6860,358,1953,East,890.76,0.38,0.253,45.4
U07618,127857,7679,991,2368247,12462,1392,913,230,West,1900.98,0.743,0.152,26.9
U07619,399094,7886,4788,2536087,2500,9009,6730,2070,North,638.59,0.27,0.304,39.4
U07620,468438,3115,3276,2969483,102038,8219,47853,4756,North,742.82,0.583,0.242,49.3
U07621,283899,4341,209,4361863,171853,5363,6278,3027,West,1839.07,0.388,0.275,33.2
U07622,420285,3821,3119,434291,1951,9215,35633,4557,East,105.65,0.568,0.17,44.2
U07623,68821,6754,3662,1011232,135770,4629,35378,2095,West,2455.73,0.491,0.246,19.6
U07624,439397,6299,1625,1725171,77966,5329,43993,3784,East,481.34,0.183,0.408,42.6
U07625,282057,6514,4413,4003870,4343,7851,31112,4804,Central,1427.22,0.483,0.088,31.2
U07626,110806,564,4864,2961308,74130,7202,1047,2707,South,3006.99,0.883,0.204,29.5
U07627,30844,3386,4903,938872,129321,5511,1934,3995,East,5140.14,0.511,0.084,14.1
U07628,359978,9669,465,118129,126750,7831,705,1000,South,208.87,0.635,0.052,38.9
U07629,215470,3424,2245,4952230,169762,8973,29784,4797,North,2692.26,0.509,0.238,30.1
U07630,155036,1753,3883,688513,197485,6487,21511,4934,North,1080.99,0.608,0.146,25.9
U07631,195159,2004,2213,163823,10886,8930,3407,2608,North,4696.451453900709,0.306,0.26,25.0
U07632,495507,276,2404,2032817,171600,4109,1042,532,North,583.4,0.426,0.159,46.4
U07633,213935,7810,1641,2765986,1936,5304,10109,1532,South,1297.43,0.626,0.057,28.6
U07634,39434,63,2094,1293153,195016,6485,23989,1541,East,5751.83,0.38,0.379,18.0
U07635,139948,5965,3472,840084,154780,5737,45068,4907,West,4696.451453900709,0.664,0.084,24.8
U07636,72724,4001,127,432789,190187,1786,41360,323,Central,1902.68,0.249,0.15,13.1
U07637,342930,955,3996,2039875,13551,4562,22363,433,East,614.59,0.462,0.372,40.7
U07638,400209,8843,3638,4759199,14822,1346,14339,4173,East,1207.69,0.398,0.156,39.1
U07639,420480,7422,693,739733,197107,6894,39067,4637,North,410.31,0.978,0.241,53.8
U07640,316459,8199,3857,2863974,56389,7988,46858,1307,South,994.1,0.372,0.229,34.2
U07641,384270,9367,2607,969127,76307,6823,15715,506,South,351.49,0.534,0.119,40.0
U07642,208674,9121,1594,3368548,59397,8649,24891,4741,East,1756.58,0.052,0.29,21.5
U07643,313894,7009,2277,304902,31357,6505,5538,4040,South,147.08,0.216,0.266,31.6
U07644,53532,5342,2584,1016226,14204,3792,6485,3643,South,2030.98,0.511,0.22,18.4
U07645,269195,6973,1052,40017,27072,623,44409,3906,East,65.15,0.397,0.269,32.2
U07646,278755,4492,3032,3242158,169330,331,11302,4737,North,1466.81,0.401,0.037,28.3
U07647,15590,1821,3146,3596529,5397,9635,8191,3308,Central,23241.06,0.385,0.077,10.6
U07648,274176,3864,1838,857699,179065,7790,15949,528,West,639.38,0.413,0.135,30.2
U07649,361480,4674,2302,2267302,44017,3356,17482,3919,Central,4696.451453900709,0.108,0.275,33.0
U07650,183827,473,3077,1466057,120994,9555,10189,454,South,1126.61,0.433,0.265,26.8
U07651,272514,8476,2517,227960,51479,2462,35061,467,East,178.1,0.406,0.465,36.5
U07652,143072,9096,2170,186359,178198,7721,28696,2433,Central,753.01,0.663,0.116,25.6
U07653,135406,4205,4780,4694849,8081,2110,29590,1886,South,3497.05,0.617,0.179,25.4
U07654,64790,4966,4390,3236899,142873,7098,49274,2848,Central,6098.48,0.0,0.112,6.8
U07655,163954,8411,1898,3328050,186912,692,46399,1702,North,2599.87,0.303,0.032,18.2
U07656,401607,4556,3592,1476733,88110,6828,14113,4228,North,477.4,0.81,0.114,46.6
U07657,467806,6884,4050,1321365,90150,4570,49383,4908,East,378.81,0.631,0.197,49.3
U07658,317831,5156,552,3973662,29972,5823,33923,4826,South,1297.39,0.548,0.182,36.9
U07659,312199,2718,2958,2193475,175720,415,7331,2378,West,984.01,0.349,0.016,29.2
U07660,306929,7943,3998,510482,191699,3696,15957,2653,Central,478.6,0.598,0.052,34.5
U07661,237982,1935,286,2446333,99304,1609,11329,276,South,1236.58,0.147,0.433,28.3
U07662,211546,2252,1687,2608037,138455,6164,39960,4402,West,1560.08,0.337,0.168,24.9
U07663,310479,6916,3989,2849639,151606,52,31958,1318,South,1161.97,0.519,0.475,41.6
U07664,392211,7101,4677,2684443,70836,9049,38952,1260,North,774.74,0.572,0.267,44.2
U07665,206900,9545,4962,4287251,781,1746,7336,4225,Central,2074.01,0.493,0.238,29.1
U07666,282967,7110,3016,1221687,25720,5216,25784,4904,East,477.19,0.529,0.236,35.1
U07667,235117,256,212,2949501,179369,9952,27110,4461,West,1635.92,0.483,0.364,33.4
U07668,142792,8497,137,4438545,159793,4098,34045,145,South,3667.9,0.387,0.185,21.5
U07669,145190,4145,4055,4893630,18978,5414,18641,4638,East,3435.83,0.718,0.204,28.6
U07670,39431,96,3671,4824909,160402,9597,3147,2127,Central,14269.93,0.82,0.408,27.5
U07671,219954,5794,969,3634045,176635,671,44406,746,East,2053.7,0.44,0.194,28.1
U07672,356242,1712,653,533365,108601,5623,21316,776,North,302.14,0.215,0.384,36.9
U07673,342811,4165,728,4942585,90255,5641,45904,3449,East,1573.42,0.403,0.046,33.0
U07674,492834,4715,4386,161206,199991,7236,20713,4044,North,235.61,0.467,0.152,46.9
U07675,20018,751,3823,2753745,174392,6007,12941,2029,North,18111.32,0.008,0.309,7.9
U07676,380340,8506,4741,2233550,77284,4802,23208,3018,Central,688.85,0.718,0.084,42.7
U07677,397523,5108,568,3392245,95379,5477,4783,3685,Central,973.31,0.322,0.094,36.2
U07678,218245,9651,3476,3913783,188412,2848,27939,2127,Central,2224.94,0.285,0.27,26.4
U07679,141525,4653,4618,3689492,184301,3359,49553,4127,North,3258.06,0.382,0.192,21.4
U07680,178583,5952,2664,1134119,126052,9497,12810,1478,Central,987.98,0.355,0.215,23.9
U07681,341295,8125,3870,3773735,129693,6572,7494,1328,South,1295.71,0.461,0.189,36.9
U07682,431090,2129,3010,3789024,147284,6823,6841,2405,North,1049.77,0.608,0.089,44.1
U07683,321380,9090,35,122148,57779,1426,8671,2516,East,127.9,0.705,0.025,37.1
U07684,257118,1854,2144,3186591,183415,3866,19637,1593,South,1596.02,0.608,0.36,37.4
U07685,326331,9959,1306,637371,58814,2195,12608,1656,East,285.43,0.261,0.113,30.3
U07686,35344,6398,417,2810132,166230,9483,35705,1535,Central,10302.11,0.428,0.131,13.8
U07687,304084,5192,2978,1138611,164025,9947,17042,2295,East,644.14,0.471,0.185,34.4
U07688,21118,2108,4644,1791931,57733,3350,18157,3473,South,9851.77,0.511,0.31,18.0
U07689,479552,5695,269,1357472,161524,4155,7388,1474,Central,451.48,0.548,0.01,44.7
U07690,444609,5535,1645,4310741,173446,6850,28661,3430,West,1164.61,0.466,0.289,46.2
U07691,254196,9837,3348,4526840,99320,1477,16111,1717,South,1976.2,0.433,0.277,32.0
U07692,187071,8349,1564,3991452,107941,5612,35282,980,North,2422.15,0.632,0.047,26.7
U07693,366172,4834,582,3613016,101876,2170,1101,1383,North,1125.81,0.423,0.053,35.2
U07694,318809,3904,956,1816617,8965,5276,32139,4101,South,583.87,0.641,0.333,41.8
U07695,352739,3877,123,716408,108110,7241,40049,1513,North,356.34,0.613,0.236,41.7
U07696,257815,3790,4962,2841183,134763,7393,35590,3256,Central,1363.37,0.741,0.033,33.5
U07697,118171,145,2457,2131775,112245,1162,13177,2902,North,2278.88,0.494,0.059,19.4
U07698,36672,371,4712,1411990,99939,2896,34837,3470,Central,5212.79,0.739,0.187,21.1
U07699,141688,7516,3428,1215607,100260,3539,40889,3013,West,1211.74,0.389,0.319,24.1
U07700,264522,2548,1747,804652,107324,7254,26341,4975,North,507.05,0.519,0.142,31.7
U07701,212037,4118,4712,4149318,185823,3283,32346,4606,East,2395.06,0.603,0.355,34.0
U07702,253207,6984,1300,1606805,82305,4633,40793,1636,North,797.1,0.248,0.288,28.5
U07703,138885,6078,903,4588984,44869,2279,24027,1971,South,3465.67,0.371,0.307,23.3
U07704,468938,3610,4026,3348656,12817,3449,7449,1850,South,727.76,0.316,0.059,40.3
U07705,183403,7526,2766,821450,174158,4768,48614,3297,West,922.68,0.438,0.144,24.5
U07706,423085,1591,2113,312771,36042,2103,16333,2458,North,116.52,0.343,0.034,37.2
U07707,195510,4731,2940,2082853,83416,1101,19333,4828,West,1278.67,0.471,0.438,31.9
U07708,221821,1066,4838,407846,151290,1423,30648,3583,West,524.88,0.434,0.165,27.5
U07709,301952,5320,1400,4764184,35711,4565,8919,2347,Central,1636.92,0.394,0.331,35.7
U07710,131603,959,4506,4536207,46845,1638,17320,1604,East,3624.84,0.48,0.108,21.0
U07711,109984,9416,4554,3285447,127059,326,28871,3902,South,3564.8,0.314,0.293,19.9
U07712,189626,6594,3797,1464598,125545,8337,36674,4152,West,1103.39,0.278,0.135,21.5
U07713,402155,2462,786,4340484,48677,9703,7007,4849,West,1139.82,0.211,0.127,34.9
U07714,72342,6130,449,3235319,108372,5111,41405,2747,South,5221.21,0.092,0.098,8.9
U07715,218796,3506,601,1788468,140826,6048,13840,3955,South,1139.23,0.314,0.316,27.9
U07716,336074,5190,3510,4399410,44279,1666,45677,4416,West,1374.93,0.558,0.311,40.9
U07717,353136,1681,1999,1048511,88660,750,45386,430,Central,422.45,0.41,0.19,36.7
U07718,217231,5008,4936,2838996,56114,796,35564,758,East,1436.05,0.452,0.124,26.7
U07719,40767,1076,31,3456518,188006,1907,44607,989,Central,10784.31,0.369,0.259,15.5
U07720,8002,1539,1866,4539368,76713,1114,7994,1170,East,61513.59,0.836,0.247,22.8
U07721,235009,5844,1320,687131,171170,7364,23286,1495,West,656.56,0.483,0.231,30.7
U07722,405031,5011,4407,1438286,176037,7704,7048,48,South,572.42,0.336,0.224,39.6
U07723,14158,2942,605,4199509,33551,7316,23913,3440,West,30844.44,0.239,0.374,13.6
U07724,443744,608,2040,2498077,188261,2874,29114,3047,North,775.08,0.793,0.478,56.5
U07725,337971,4240,4333,3774185,9823,3649,28339,3367,West,1131.25,0.17,0.035,27.8
U07726,4077,9259,4856,3867643,77351,3586,3794,3929,East,104325.6,0.291,0.072,8.6
U07727,171887,7083,4581,1524533,31796,1484,4209,711,East,979.42,0.291,0.378,25.4
U07728,110289,589,3267,1657139,9230,4728,49907,1652,Central,1544.37,0.443,0.196,20.5
U07729,474628,9379,814,2493557,110397,5359,12657,2263,East,641.67,0.521,0.158,46.8
U07730,277413,4241,482,139611,120179,2045,24728,1353,West,266.93,0.464,0.146,31.6
U07731,162095,5762,2055,3995969,116394,2763,28999,2126,West,2824.21,0.377,0.026,19.4
U07732,139060,15,2395,577351,83515,4704,7966,2338,North,715.46,0.171,0.121,15.6
U07733,281924,3107,2570,4674551,157367,968,16058,3458,Central,1937.18,0.821,0.105,38.3
U07734,2597,7863,248,3893926,98463,5890,30076,1126,East,168831.45,0.503,0.096,13.9
U07735,128730,3313,3376,1760802,107003,3459,10669,1326,West,1783.42,0.564,0.079,21.9
U07736,82746,1670,1975,361412,88390,7097,39622,1446,North,970.87,0.315,0.157,15.2
U07737,310075,915,543,3949959,41446,7510,32368,1211,South,1340.7,0.391,0.26,34.7
U07738,334628,9249,4576,2242634,130914,3707,49443,4137,Central,865.8,0.685,0.203,41.2
U07739,233547,8130,1784,972335,165802,3541,28321,2995,East,771.3,0.009,0.202,20.6
U07740,70057,449,1161,2147905,60888,5279,40015,4024,North,3500.45,0.603,0.335,23.7
U07741,185345,9252,2461,4517700,92695,407,16353,441,East,2687.5,0.401,0.121,23.4
U07742,421458,8209,4752,3442397,178526,1923,34708,3544,Central,1028.58,0.533,0.077,41.7
U07743,101884,3605,4123,3431250,41315,1203,46869,3354,North,4696.451453900709,0.783,0.126,25.3
U07744,81725,6569,499,2572815,84249,2839,41115,3939,North,3663.53,0.354,0.152,15.9
U07745,55805,2586,3433,763696,53906,5963,38884,2213,East,1851.46,0.0,0.291,9.7
U07746,408366,2504,3324,4748003,68332,2447,22526,3725,East,1246.35,0.232,0.087,35.0
U07747,59983,7147,4429,3699144,91846,5221,29807,2695,North,6932.47,0.453,0.071,14.7
U07748,290830,2032,4828,2575922,184588,6920,29634,4042,North,1203.06,0.78,0.181,39.6
U07749,499520,3558,3729,3620288,2501,6748,10473,4015,East,727.26,0.372,0.215,46.7
U07750,320923,3583,3270,1814319,71628,5310,13147,4224,East,676.94,0.76,0.463,46.9
U07751,206184,1511,1768,3711487,173177,5717,32404,929,North,2220.03,0.0,0.066,15.8
U07752,103453,8285,4495,4839725,16614,4420,31838,3597,West,4758.44,0.349,0.279,19.9
U07753,1014,6741,4715,1724387,101298,4972,34386,1073,South,219790.84,0.658,0.119,17.8
U07754,77823,8620,4955,41932,31067,7950,30184,2393,Central,253.48,0.639,0.289,24.0
U07755,476466,5244,4773,3699001,111862,4751,29063,4508,Central,893.73,0.059,0.354,41.6
U07756,71844,1761,3209,4260288,142858,3518,25999,656,West,6924.04,0.282,0.572,22.2
U07757,10038,2802,4781,4132850,127043,9615,31898,3712,North,47495.42,0.422,0.299,15.6
U07758,408045,3540,3911,4875454,112465,9169,18116,1545,North,1332.64,0.317,0.349,41.9
U07759,209322,9420,1200,1735644,148537,8622,8111,1335,South,1183.97,0.684,0.299,34.3
U07760,178530,2382,159,4590275,106923,8207,33848,278,East,2870.59,0.453,0.142,24.4
U07761,358752,6933,4903,1039788,122570,3828,16749,3612,South,460.66,0.161,0.256,33.5
U07762,261538,1235,2136,2935671,16398,9595,37890,4154,West,1153.81,0.542,0.071,30.6
U07763,457303,9560,4367,4439399,4260,6534,44537,2302,East,975.43,0.553,0.018,43.4
U07764,233826,6468,1441,4577088,32815,8908,19564,1003,South,2027.64,0.22,0.268,26.1
U07765,356457,4312,1803,3103470,107971,204,6855,3097,Central,1022.09,0.272,0.269,35.8
U07766,439437,3465,4120,2730412,79242,1068,48,4882,Central,711.5,0.308,0.375,44.4
U07767,231839,3552,2626,2301935,73214,209,29484,3939,West,1150.8,0.723,0.236,35.4
U07768,142176,2261,3387,4337721,89601,9971,44112,3802,South,3366.03,0.432,0.227,23.2
U07769,487222,6002,1600,4398719,197887,3185,44882,252,Central,4696.451453900709,0.008,0.308,40.4
U07770,113435,8661,3072,1197886,75316,391,44938,4501,West,1387.98,0.209,0.16,15.3
U07771,19707,2419,2434,680028,88828,7547,707,3067,North,5704.12,0.593,0.248,18.3
U07772,289097,7485,4657,4069691,100548,7915,2718,3258,North,1581.62,0.368,0.012,27.9
U07773,493446,5666,2460,4052923,154844,9254,48356,1712,South,978.25,0.205,0.027,39.2
U07774,43264,7739,444,498909,146709,5789,33710,4412,West,2848.62,0.374,0.166,13.9
U07775,424703,7699,3683,2454106,195877,6829,44167,2595,Central,808.44,0.646,0.137,45.4
U07776,415224,401,4769,2532481,127140,6178,49001,1259,North,763.0,0.885,0.139,49.6
U07777,464468,221,4414,212621,190773,7063,35753,1837,North,251.14,0.438,0.16,44.5
U07778,210810,9152,503,3320240,122257,5171,20063,1125,West,1864.95,0.548,0.424,34.2
U07779,127423,1562,4992,4863063,107649,321,35456,4707,East,4238.85,0.43,0.378,25.1
U07780,256095,5751,1735,1057616,111555,1673,31330,4013,North,630.78,0.494,0.48,37.4
U07781,71271,7533,4169,3890333,96031,9301,43386,2997,East,6132.12,0.265,0.608,22.5
U07782,421433,5042,3151,404730,40185,483,43064,3856,North,143.71,0.739,0.097,46.2
U07783,331674,71,4865,1073779,73268,867,8549,4237,Central,434.2,0.358,0.126,32.9
U07784,241688,115,1707,2825959,120927,8004,44031,1763,Central,1419.42,0.23,0.116,23.9
U07785,257953,6698,3039,4618477,121225,9469,34996,1305,East,2025.4,0.296,0.087,25.7
U07786,356075,8977,3412,4427129,31691,4467,36746,4565,Central,1287.81,0.583,0.222,41.0
U07787,261607,3440,772,4676727,160705,1417,17172,1842,Central,2094.83,0.31,0.317,30.9
U07788,419911,5443,3877,4937801,142582,5884,24300,232,North,1345.69,0.753,0.109,46.6
U07789,462313,9338,716,4002327,105035,333,43781,3941,East,979.31,0.578,0.165,47.2
U07790,474897,8253,4142,1816836,90457,3603,6931,1141,South,477.81,0.622,0.145,48.6
U07791,310059,5409,631,635852,111521,5636,26666,1195,South,384.91,0.366,0.147,32.0
U07792,371288,6558,896,4111073,116292,8804,48355,3522,West,1263.85,0.326,0.149,35.5
U07793,155566,9613,2474,931906,85594,1136,38290,4999,North,874.14,0.457,0.1,22.0
U07794,19106,7968,910,2603234,172558,6066,7443,473,Central,18140.07,0.213,0.092,7.6
U07795,200063,4164,383,3770164,31649,288,8351,3310,East,1963.58,0.544,0.087,26.6
U07796,435861,6932,261,173163,74619,4652,25191,1686,Central,125.33,0.633,0.059,44.4
U07797,66791,3295,1431,4569028,79520,6678,12101,4487,North,7435.96,0.312,0.329,17.6
U07798,272879,9210,2454,1516765,19952,360,44075,4502,West,592.39,0.588,0.332,37.5
U07799,96197,944,220,1075090,17815,7382,41908,549,South,1210.18,0.501,0.371,24.2
U07800,214664,2262,687,1859196,178279,9855,47694,264,West,1281.34,0.673,0.115,30.8
U07801,71717,3466,3058,2304139,154885,2929,19761,2086,East,4292.6,0.779,0.249,25.6
U07802,367385,2028,1592,2272383,72996,7570,14278,346,East,717.87,0.606,0.434,46.5
U07803,405155,5954,3788,773969,53219,5335,26391,1699,East,256.71,0.439,0.381,44.8
U07804,379189,7128,4202,946699,81304,9181,5751,892,East,356.87,0.691,0.062,41.6
U07805,352451,8905,151,2390039,140983,5860,36276,4855,East,878.12,0.459,0.068,35.2
U07806,117614,5018,4743,1132359,59204,8030,43480,3552,Central,1214.45,0.397,0.327,22.7
U07807,265195,6217,3418,3212645,13263,1608,8484,749,Central,1236.43,0.328,0.377,32.7
U07808,52437,5995,4110,4495653,84033,2555,9889,3114,East,9374.53,0.47,0.301,19.2
U07809,187215,44,2390,92774,119744,4400,15126,3748,North,369.36,0.651,0.232,30.8
U07810,252932,7088,3,180638,104194,9036,40044,4053,North,277.39,0.244,0.232,27.2
U07811,334263,242,4426,3214635,34469,6369,16282,3165,Central,1013.26,0.202,0.437,36.2
U07812,48446,5478,2840,142965,168662,2120,36463,2944,North,2035.78,0.206,0.015,7.8
U07813,406462,9998,185,3198749,126303,8856,45833,4261,West,942.34,0.654,0.233,46.2
U07814,229479,7879,833,2451765,144032,6186,21911,1274,West,1382.22,0.53,0.195,30.6
U07815,440622,5069,1030,2275042,191519,4188,6879,4887,Central,733.65,0.745,0.444,54.6
U07816,263761,3195,1878,3032746,102656,3842,45792,1090,South,1344.4,0.346,0.192,29.2
U07817,273530,8373,2211,4477011,115781,6993,18565,4035,West,1848.39,0.205,0.315,29.6
U07818,346310,8591,2139,637427,152769,8812,29953,4831,East,404.63,0.761,0.173,42.9
U07819,409951,3686,4340,674095,154788,5016,47965,1283,South,353.22,0.303,0.081,36.4
U07820,78854,1085,4714,3483195,169558,8440,44868,3269,West,5492.34,0.585,0.172,20.7
U07821,255677,5826,3393,256559,140880,7070,41743,4176,West,4696.451453900709,0.183,0.063,22.8
U07822,15025,6343,3168,2144456,11629,739,17674,1518,East,14658.6,0.486,0.484,20.6
U07823,237291,9341,4320,2479155,70066,7889,33523,2647,Central,1192.41,0.417,0.209,29.1
U07824,406766,8902,1338,1958580,118445,5605,16700,4011,West,627.09,0.165,0.103,33.8
U07825,432722,2298,2790,2665172,88973,5305,27446,3276,West,718.71,0.828,0.113,49.1
U07826,141795,2534,3213,567403,8653,6128,16866,4047,West,430.67,0.272,0.089,17.2
U07827,193217,9970,1427,1333445,53519,611,41936,1423,Central,828.62,0.263,0.111,21.0
U07828,275803,3275,4759,25324,61623,9074,37558,2553,West,120.9,0.319,0.414,34.0
U07829,197986,4589,1177,4808138,7225,8754,47319,4085,North,2446.76,0.014,0.071,15.6
U07830,89080,3061,295,4159856,152483,9984,13317,1150,Central,5525.61,0.385,0.557,25.1
U07831,152490,3939,1616,1268636,75593,6009,46203,2238,Central,1079.8,0.319,0.029,17.6
U07832,202058,5646,4079,181687,158257,2395,12376,2648,West,481.53,0.648,0.447,36.0
U07833,259374,2931,1872,1350809,174062,6006,31956,4047,Central,856.34,0.513,0.109,30.6
U07834,272447,4134,1084,4780323,176765,2818,8689,3764,South,2078.98,0.196,0.108,25.2
U07835,193588,3532,4361,4054932,181644,5094,36393,2153,Central,2563.76,0.319,0.36,27.2
U07836,330247,1088,765,3295259,99647,8013,38747,4771,North,1148.68,0.881,0.091,42.6
U07837,386539,7869,793,4614118,48517,1739,38765,3094,West,1256.46,0.268,0.167,35.8
U07838,215279,8913,4494,883094,16827,4548,13865,3104,East,449.29,0.615,0.111,29.6
U07839,244658,4925,1606,2680698,124793,4861,40467,541,Central,4696.451453900709,0.314,0.283,29.1
U07840,108957,2054,9,3969526,25357,9295,7952,1164,East,3759.53,0.249,0.117,15.0
U07841,432400,6434,2167,95269,48275,5368,36653,489,West,77.85,0.342,0.177,40.7
U07842,433427,5345,3705,2175105,48861,3409,23507,112,South,558.2,0.744,0.04,46.0
U07843,87496,5516,3785,1777174,54703,3837,8997,4766,East,2343.72,0.157,0.114,11.6
U07844,173033,5952,436,884084,74436,3032,48713,1430,South,726.02,0.581,0.041,24.6
U07845,136010,7181,1406,1119699,66261,1491,37979,3638,Central,1066.83,0.694,0.199,27.4
U07846,461475,417,3089,4840625,105312,7103,7312,2632,East,1163.05,0.34,0.32,45.5
U07847,32659,1003,3301,2555090,191469,7622,19518,888,South,10754.55,0.649,0.102,17.4
U07848,103716,966,3104,408063,129187,1987,36907,4068,North,1016.22,0.618,0.453,28.7
U07849,157487,1554,1689,3412858,135215,4565,9989,3000,Central,2596.35,0.289,0.176,20.4
U07850,280050,9717,4313,2955675,32500,7528,23650,3771,West,1113.43,0.26,0.094,26.7
U07851,124526,7302,390,1962181,22829,7006,5126,3912,East,1667.37,0.419,0.197,21.1
U07852,268330,6648,4113,1985155,37793,799,1125,4103,South,810.24,0.472,0.084,29.9
U07853,373625,6991,4699,2686799,169692,469,12015,3005,South,946.2,0.376,0.137,36.4
U07854,414332,345,3425,4644058,34597,711,35568,835,West,1162.6,0.563,0.165,43.6
U07855,49575,2141,2147,3799301,196778,5043,25387,2258,East,9648.2,0.295,0.153,12.5
U07856,69468,7944,1902,2002420,150987,9138,15440,3680,East,3969.19,0.268,0.049,11.2
U07857,47642,4633,2178,1230735,165805,737,12343,4181,West,4323.32,0.451,0.039,13.2
U07858,454973,5090,832,543529,60417,7010,40187,2636,Central,185.86,0.496,0.308,47.9
U07859,326066,7504,1110,979839,31262,7335,33295,282,North,348.44,0.712,0.18,40.7
U07860,265737,761,3178,687220,33342,9636,43167,4952,West,321.34,0.541,0.17,32.8
U07861,395466,7988,2750,4028174,171548,5809,48219,3177,West,1235.48,0.592,0.011,39.8
U07862,293075,6810,2484,2878964,86275,9549,31635,2804,East,1129.52,0.381,0.065,29.4
U07863,117765,4042,2374,185118,81827,4513,2202,2380,South,504.6,0.382,0.28,21.5
U07864,255107,4998,389,4631016,49503,2652,46899,2177,East,1912.34,0.323,0.237,29.1
U07865,351620,751,4338,752982,71248,9728,6532,3251,West,315.46,0.487,0.186,38.1
U07866,18060,2057,4777,3227242,73859,5213,35452,3140,South,19913.28,0.479,0.088,12.8
U07867,303187,2471,1226,61783,149883,3260,12364,1473,North,267.56,0.469,0.088,32.4
U07868,248570,8778,1572,2944173,164802,6431,38338,1975,North,1515.94,0.409,0.101,27.6
U07869,34799,1135,3151,2776923,93420,4228,40218,837,North,9321.91,0.441,0.05,12.4
U07870,131811,2920,10,4544373,66779,7475,39655,1597,Central,3700.93,0.781,0.032,25.5
U07871,224295,1326,510,3000428,90339,7375,13563,4871,North,1539.09,0.505,0.055,26.9
U07872,171376,2852,4508,2445950,34971,187,32084,1274,West,1529.26,0.567,0.342,30.2
U07873,145068,116,862,2655153,13712,5250,9576,4325,North,1877.53,0.544,0.554,32.1
U07874,324568,2735,2885,3166595,46490,8546,44356,2223,East,1047.25,0.415,0.202,35.1
U07875,202211,7240,4411,2071345,4904,6585,7643,4547,West,1036.47,0.557,0.319,31.7
